candidate_name,accepted,proposer,round,quality_total,composite_risk_score,risk_band,margin_to_review,margin_to_reject,nearest_match,pronounceability,syllables,failure_codes,warning_codes,refined_from,lineage,q_distinctiveness,q_novelty,q_pronounceability,q_seam,q_morpheme_hygiene,q_shape,q_typicality,sweep_target,target_type,target_stem,difficulty,in_shortlist,q_stem_avoidance,q_memorability
nobidapril,False,grammar,1,62.59,64.59,moderate,-9.59,5.41,dicapryl,0.6664,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,nobidapril,0.0,0.733,0.924,1.0,1.0,0.998,0.001,ACE inhibitor,generic,-pril,roomy,False,,
ciszopril,False,grammar,1,65.84,63.04,moderate,-8.04,6.96,isuprel,0.6087,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,ciszopril,0.0,1.0,0.874,1.0,1.0,0.858,0.003,ACE inhibitor,generic,-pril,roomy,False,,
ipidipril,False,grammar,1,56.78,65.41,moderate,-10.41,4.59,imidapril,0.6929,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,ipidipril,0.0,0.45,0.924,1.0,1.0,0.983,0.001,ACE inhibitor,generic,-pril,roomy,False,,
dopplopril,True,grammar,1,62.71,58.53,moderate,-3.53,11.47,dyclopro,0.6405,3,,SIMILARITY_MODERATE,,dopplopril,0.0,1.0,0.642,1.0,1.0,0.873,0.0,ACE inhibitor,generic,-pril,roomy,True,,
fapezepril,True,grammar,1,62.59,55.51,moderate,-0.51,14.49,sacubitril,0.6204,4,,SIMILARITY_MODERATE,,fapezepril,0.0,0.733,0.924,1.0,1.0,0.998,0.0,ACE inhibitor,generic,-pril,roomy,False,,
nelmavepril,False,grammar,1,62.73,58.38,moderate,-3.38,11.62,nyvepria,0.611,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,nelmavepril,0.0,0.771,0.9,1.0,1.0,0.952,0.026,ACE inhibitor,generic,-pril,roomy,False,,
alaldapril,True,grammar,1,57.92,61.05,moderate,-6.05,8.95,addaprin,0.6247,4,,SIMILARITY_MODERATE,,alaldapril,0.0,0.517,0.9,1.0,1.0,0.998,0.001,ACE inhibitor,generic,-pril,roomy,False,,
irtargepril,True,grammar,1,58.06,59.89,moderate,-4.89,10.11,target,0.6323,4,,SIMILARITY_MODERATE,,irtargepril,0.0,0.564,0.875,1.0,1.0,0.952,0.0,ACE inhibitor,generic,-pril,roomy,False,,
sukopril,True,grammar,1,65.46,63.46,moderate,-8.46,6.54,xcopri,0.6042,3,,SIMILARITY_MODERATE,,sukopril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,True,,
mofonupril,False,grammar,1,67.92,60.17,moderate,-5.17,9.83,zofenopril,0.6315,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,mofonupril,0.0,1.0,0.924,1.0,1.0,0.998,0.0,ACE inhibitor,generic,-pril,roomy,False,,
elbithepril,True,grammar,1,62.2,56.93,moderate,-1.93,13.07,diphtherial,0.6493,4,,SIMILARITY_MODERATE,,elbithepril,0.0,0.771,0.875,1.0,1.0,0.952,0.0,ACE inhibitor,generic,-pril,roomy,False,,
nedamaupril,True,grammar,1,62.89,57.56,moderate,-2.56,12.44,stamaril,0.6047,4,,SIMILARITY_MODERATE,,nedamaupril,0.0,0.771,0.924,1.0,1.0,0.952,0.0,ACE inhibitor,generic,-pril,roomy,True,,
icutepril,True,grammar,1,61.37,61.98,moderate,-6.98,8.02,sacubitril,0.6304,4,,SIMILARITY_MODERATE,,icutepril,0.0,0.68,0.924,1.0,1.0,0.983,0.0,ACE inhibitor,generic,-pril,roomy,False,,
olopril,False,grammar,1,64.45,75.18,high,-20.18,-5.18,aloprim,0.7042,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,olopril,0.0,1.0,0.899,1.0,1.0,0.685,0.001,ACE inhibitor,generic,-pril,roomy,False,,
rimasapril,True,grammar,1,62.77,61.14,moderate,-6.14,8.86,anisacril,0.6621,4,,SIMILARITY_MODERATE,,rimasapril,0.0,0.733,0.924,1.0,1.0,0.998,0.026,ACE inhibitor,generic,-pril,roomy,True,,
iosapril,False,grammar,1,59.06,70.45,high,-15.45,-0.45,sabril,0.7156,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,iosapril,0.0,0.6,0.924,1.0,1.0,0.912,0.0,ACE inhibitor,generic,-pril,roomy,False,,
cirmopril,True,grammar,1,65.84,58.88,moderate,-3.88,11.12,dimopair,0.6255,3,,SIMILARITY_MODERATE,,cirmopril,0.0,1.0,0.874,1.0,1.0,0.858,0.003,ACE inhibitor,generic,-pril,roomy,True,,
gevepril,False,grammar,1,65.46,70.33,high,-15.33,-0.33,nyvepria,0.6123,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,gevepril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,False,,
futlepril,True,grammar,1,59.43,58.19,moderate,-3.19,11.81,butlers,0.6052,3,,SIMILARITY_MODERATE,,futlepril,0.0,0.68,0.874,1.0,1.0,0.858,0.001,ACE inhibitor,generic,-pril,roomy,False,,
maxycabapril,True,grammar,1,59.9,59.0,moderate,-4.0,11.0,racecadotril,0.6135,5,,SIMILARITY_MODERATE,,maxycabapril,0.0,0.8,0.828,1.0,1.0,0.731,0.0,ACE inhibitor,generic,-pril,roomy,False,,
edonopril,True,grammar,1,61.38,67.17,moderate,-12.17,2.83,donepezil,0.6726,4,,SIMILARITY_MODERATE,,edonopril,0.0,0.68,0.924,1.0,1.0,0.983,0.001,ACE inhibitor,generic,-pril,roomy,False,,
dintnidapril,True,grammar,1,60.0,58.74,moderate,-3.74,11.26,anisacril,0.6122,4,,SIMILARITY_MODERATE,,dintnidapril,0.0,0.8,0.737,1.0,1.0,0.862,0.007,ACE inhibitor,generic,-pril,roomy,False,,
pantarepril,True,grammar,1,58.58,61.71,moderate,-6.71,8.29,pancreplus,0.7551,4,,SIMILARITY_MODERATE,,pantarepril,0.0,0.564,0.9,1.0,1.0,0.952,0.026,ACE inhibitor,generic,-pril,roomy,False,,
pelmapril,True,grammar,1,59.47,66.87,moderate,-11.87,3.13,temaril,0.6384,3,,SIMILARITY_MODERATE,,pelmapril,0.0,0.68,0.874,1.0,1.0,0.858,0.007,ACE inhibitor,generic,-pril,roomy,False,,
decanepril,False,ngram_guided,1,49.39,73.82,high,-18.82,-3.82,decanediol,0.7494,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,decanepril,0.0,0.3,0.924,1.0,0.53,0.998,0.427,ACE inhibitor,generic,-pril,roomy,False,,
pentopril,False,ngram_guided,1,48.87,66.03,moderate,-11.03,3.97,pantoprazole,0.8316,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,pentopril,0.0,0.45,0.874,1.0,0.53,0.858,0.225,ACE inhibitor,generic,-pril,roomy,False,,
pemeclopril,True,ngram_guided,1,48.79,63.05,moderate,-8.05,6.95,imidacloprid,0.7247,4,,SIMILARITY_MODERATE,,pemeclopril,0.0,0.357,0.779,1.0,0.53,0.952,0.535,ACE inhibitor,generic,-pril,roomy,False,,
prastupril,True,ngram_guided,1,57.78,69.06,moderate,-14.06,0.94,prasugrel,0.6706,3,,SIMILARITY_MODERATE,,prastupril,0.0,0.517,0.648,1.0,1.0,0.873,0.663,ACE inhibitor,generic,-pril,roomy,False,,
decandopril,False,ngram_guided,1,49.74,69.53,moderate,-14.53,0.47,racecadotril,0.8428,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,decandopril,0.0,0.357,0.9,1.0,0.53,0.952,0.429,ACE inhibitor,generic,-pril,roomy,False,,
nerpril,False,ngram_guided,1,61.89,66.62,moderate,-11.62,3.38,neryl,0.6166,2,TRADEMARK_HIT,SIMILARITY_MODERATE,,nerpril,0.0,1.0,0.737,1.0,1.0,0.466,0.273,ACE inhibitor,generic,-pril,roomy,False,,
thiazpril,True,ngram_guided,1,52.22,62.02,moderate,-7.02,7.98,thianil,0.6117,3,,SIMILARITY_MODERATE,,thiazpril,0.0,0.45,0.788,1.0,0.53,0.858,0.876,ACE inhibitor,generic,-pril,roomy,False,,
elepril,False,ngram_guided,1,68.18,70.32,high,-15.32,-0.32,elepsia,0.6598,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,elepril,0.0,1.0,0.899,1.0,1.0,0.685,0.534,ACE inhibitor,generic,-pril,roomy,False,,
ubromopril,False,ngram_guided,1,52.87,77.38,high,-22.38,-7.38,bromopride,0.6806,4,SIMILARITY_TOO_HIGH,,,ubromopril,0.0,0.517,0.779,1.0,0.53,0.998,0.597,ACE inhibitor,generic,-pril,roomy,False,,
sumateripril,True,ngram_guided,1,63.94,66.82,moderate,-11.82,3.18,sumatriptan,0.8411,5,,SIMILARITY_MODERATE,,sumateripril,0.0,0.6,0.94,1.0,1.0,0.731,0.925,ACE inhibitor,generic,-pril,roomy,True,,
deworpril,True,ngram_guided,1,56.59,60.59,moderate,-5.59,9.41,dewormer,0.6499,3,,SIMILARITY_MODERATE,,deworpril,0.0,0.45,0.788,1.0,1.0,0.858,0.426,ACE inhibitor,generic,-pril,roomy,False,,
methiopril,False,ngram_guided,1,48.33,70.22,high,-15.22,-0.22,methyprylon,0.9361,4,SIMILARITY_TOO_HIGH,,,methiopril,0.0,0.3,0.9,1.0,0.53,0.998,0.325,ACE inhibitor,generic,-pril,roomy,False,,
abcipril,False,ngram_guided,1,58.31,70.11,high,-15.11,-0.11,gabitril,0.6313,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,abcipril,0.0,0.6,0.874,1.0,1.0,0.787,0.171,ACE inhibitor,generic,-pril,roomy,False,,
thypril,True,ngram_guided,1,60.94,66.52,moderate,-11.52,3.48,baytril,0.7812,2,,SIMILARITY_MODERATE,,thypril,0.0,1.0,0.737,1.0,1.0,0.466,0.137,ACE inhibitor,generic,-pril,roomy,False,,
rampril,False,ngram_guided,1,61.41,81.36,high,-26.36,-11.36,ramipril,0.6783,2,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,rampril,0.0,1.0,0.737,1.0,1.0,0.466,0.204,ACE inhibitor,generic,-pril,roomy,False,,
albupril,False,ngram_guided,1,60.29,69.76,moderate,-14.76,0.24,albuterol,0.7537,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,albupril,0.0,0.6,0.874,1.0,1.0,0.787,0.454,ACE inhibitor,generic,-pril,roomy,False,,
abirapril,False,ngram_guided,1,62.75,66.62,moderate,-11.62,3.38,spirapril,0.6798,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,abirapril,0.0,0.45,0.924,1.0,1.0,0.983,0.855,ACE inhibitor,generic,-pril,roomy,False,,
chirpril,True,ngram_guided,1,54.29,63.68,moderate,-8.68,6.32,chervil,0.6081,2,,SIMILARITY_MODERATE,,chirpril,0.0,0.6,0.737,1.0,1.0,0.568,0.184,ACE inhibitor,generic,-pril,roomy,False,,
omerpril,False,ngram_guided,1,56.23,70.14,high,-15.14,-0.14,iomeprol,0.6311,3,SIMILARITY_TOO_HIGH,,,omerpril,0.0,0.6,0.788,1.0,1.0,0.787,0.046,ACE inhibitor,generic,-pril,roomy,False,,
dipeginipril,True,ngram_guided,1,60.05,58.83,moderate,-3.83,11.17,perindoprilat,0.7681,5,,SIMILARITY_MODERATE,,dipeginipril,0.0,0.6,0.94,1.0,1.0,0.731,0.369,ACE inhibitor,generic,-pril,roomy,False,,
mirtolpril,True,ngram_guided,1,64.62,56.62,moderate,-1.62,13.38,myrtol,0.632,3,,SIMILARITY_MODERATE,,mirtolpril,0.0,0.733,0.788,1.0,1.0,0.873,0.742,ACE inhibitor,generic,-pril,roomy,True,,
prazpril,False,ngram_guided,1,49.85,65.33,moderate,-10.33,4.67,prasugrel,0.6068,2,TRADEMARK_HIT,SIMILARITY_MODERATE,,prazpril,0.0,0.6,0.586,1.0,0.59,0.568,0.789,ACE inhibitor,generic,-pril,roomy,False,,
suavipril,True,ngram_guided,1,59.88,64.72,moderate,-9.72,5.28,anipryl,0.6576,4,,SIMILARITY_MODERATE,,suavipril,0.0,0.45,0.924,1.0,1.0,0.983,0.444,ACE inhibitor,generic,-pril,roomy,False,,
behenoxapril,True,ngram_guided,1,51.64,65.65,moderate,-10.65,4.35,enoxaparin,0.7917,5,,SIMILARITY_MODERATE,,behenoxapril,0.0,0.4,0.94,1.0,0.53,0.731,0.814,ACE inhibitor,generic,-pril,roomy,False,,
elipril,True,ngram_guided+refined,1,71.27,65.36,moderate,-10.36,4.64,anipryl,0.708,3,,SIMILARITY_MODERATE,elepril,elepril -> elipril,0.0,1.0,0.899,1.0,1.0,0.685,0.975,ACE inhibitor,generic,-pril,roomy,True,,
mofinupril,False,grammar+refined,1,62.59,65.2,moderate,-10.2,4.8,fosinoprilat,0.6554,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,mofonupril,mofonupril -> mofinupril,0.0,0.733,0.924,1.0,1.0,0.998,0.001,ACE inhibitor,generic,-pril,roomy,False,,
mofunupril,True,grammar+refined,1,62.59,58.77,moderate,-3.77,11.23,fosinoprilat,0.6302,4,,SIMILARITY_MODERATE,mofonupril,mofonupril -> mofinupril -> mofunupril,0.0,0.733,0.924,1.0,1.0,0.998,0.0,ACE inhibitor,generic,-pril,roomy,False,,
cuszopril,False,grammar+refined,1,65.82,58.49,moderate,-3.49,11.51,restoril,0.6176,3,TRADEMARK_HIT,SIMILARITY_MODERATE,ciszopril,ciszopril -> cuszopril,0.0,1.0,0.874,1.0,1.0,0.858,0.0,ACE inhibitor,generic,-pril,roomy,False,,
caszopril,False,grammar+refined,1,65.84,70.73,high,-15.73,-0.73,castoryl,0.6232,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,ciszopril,ciszopril -> cuszopril -> caszopril,0.0,1.0,0.874,1.0,1.0,0.858,0.003,ACE inhibitor,generic,-pril,roomy,False,,
capzopril,False,grammar+refined,1,59.5,81.34,high,-26.34,-11.34,captopril,0.616,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,ciszopril,ciszopril -> cuszopril -> caszopril -> capzopril,0.0,0.68,0.874,1.0,1.0,0.858,0.012,ACE inhibitor,generic,-pril,roomy,False,,
gegepril,False,grammar+refined,1,65.46,65.28,moderate,-10.28,4.72,zegerid,0.6064,3,TRADEMARK_HIT,SIMILARITY_MODERATE,gevepril,gevepril -> gegepril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,False,,
gedepril,False,grammar+refined,1,65.46,64.78,moderate,-9.78,5.22,edecrin,0.6097,3,TRADEMARK_HIT,SIMILARITY_MODERATE,gevepril,gevepril -> gegepril -> gedepril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,False,,
godepril,True,grammar+refined,1,65.46,64.87,moderate,-9.87,5.13,donepezil,0.622,3,,SIMILARITY_MODERATE,gevepril,gevepril -> gegepril -> gedepril -> godepril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,True,,
alopril,False,grammar+refined,1,71.16,84.89,high,-29.89,-14.89,aloprim,0.7572,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,olopril,olopril -> alopril,0.0,1.0,0.899,1.0,1.0,0.685,0.959,ACE inhibitor,generic,-pril,roomy,False,,
alepril,False,grammar+refined,1,69.19,76.88,high,-21.88,-6.88,aletris,0.7018,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,olopril,olopril -> alopril -> alepril,0.0,1.0,0.899,1.0,1.0,0.685,0.678,ACE inhibitor,generic,-pril,roomy,False,,
abicapril,False,ngram_guided+refined,1,57.01,80.89,high,-25.89,-10.89,dicapryl,0.7718,4,SIMILARITY_TOO_HIGH,,abirapril,abirapril -> abicapril,0.0,0.45,0.924,1.0,1.0,0.983,0.034,ACE inhibitor,generic,-pril,roomy,False,,
abicopril,False,ngram_guided+refined,1,61.39,70.09,high,-15.09,-0.09,dicapryl,0.7163,4,SIMILARITY_TOO_HIGH,,abirapril,abirapril -> abicapril -> abicopril,0.0,0.68,0.924,1.0,1.0,0.983,0.003,ACE inhibitor,generic,-pril,roomy,False,,
ebicopril,False,ngram_guided+refined,1,61.37,70.09,high,-15.09,-0.09,dicapryl,0.6584,4,SIMILARITY_TOO_HIGH,,abirapril,abirapril -> abicapril -> abicopril -> ebicopril,0.0,0.68,0.924,1.0,1.0,0.983,0.0,ACE inhibitor,generic,-pril,roomy,False,,
nelmovepril,True,grammar+refined,1,62.55,58.43,moderate,-3.43,11.57,nyvepria,0.6122,4,,SIMILARITY_MODERATE,nelmavepril,nelmavepril -> nelmovepril,0.0,0.771,0.9,1.0,1.0,0.952,0.001,ACE inhibitor,generic,-pril,roomy,False,,
nojidapril,True,grammar+refined,1,67.92,63.98,moderate,-8.98,6.02,dicapryl,0.6068,4,,SIMILARITY_MODERATE,nobidapril,nobidapril -> nojidapril,0.0,1.0,0.924,1.0,1.0,0.998,0.0,ACE inhibitor,generic,-pril,roomy,True,,
loresartan,False,grammar,1,61.0,70.56,high,-15.56,-0.56,prexxartan,0.7231,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,loresartan,0.0,0.6,1.0,1.0,1.0,0.998,0.003,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ciszosartan,False,grammar,1,68.2,62.39,moderate,-7.39,7.61,losortan,0.6149,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,ciszosartan,0.0,1.0,0.975,1.0,1.0,0.952,0.003,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
derfesartan,False,grammar,1,57.2,63.31,moderate,-8.31,6.69,difetarsone,0.6615,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,derfesartan,0.0,0.45,0.975,1.0,1.0,0.952,0.003,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
dopplosartan,False,grammar,1,64.37,67.03,moderate,-12.03,2.97,losortan,0.6559,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,dopplosartan,0.0,1.0,0.768,1.0,1.0,0.862,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
fapezesartan,False,grammar,1,60.98,61.05,moderate,-6.05,8.95,prexxartan,0.6033,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,fapezesartan,0.0,0.733,1.0,1.0,1.0,0.731,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ylisartan,False,grammar,1,64.45,70.5,high,-15.5,-0.5,losortan,0.5772,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,ILLEGAL_ONSET_CLUSTER,,ylisartan,0.0,1.0,0.776,1.0,1.0,0.858,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
dinasartan,True,grammar,1,62.79,59.9,moderate,-4.9,10.1,dermasarra,0.7584,4,,SIMILARITY_MODERATE,,dinasartan,0.0,0.6,1.0,1.0,1.0,0.998,0.259,angiotensin II receptor antagonist,generic,-sartan,roomy,True,,
denisartan,False,grammar,1,67.24,63.75,moderate,-8.75,6.25,dentastat,0.717,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,denisartan,0.0,0.6,1.0,1.0,1.0,0.998,0.894,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
sukosartan,False,grammar,1,68.98,64.72,moderate,-9.72,5.28,losortan,0.6253,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,sukosartan,0.0,1.0,1.0,1.0,1.0,0.998,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
mofonusartan,True,grammar,1,67.2,54.07,low,0.93,15.93,conivaptan,0.6447,5,,,,mofonusartan,0.037,1.0,1.0,1.0,1.0,0.731,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,True,,
donsesartan,False,grammar,1,61.8,63.14,moderate,-8.14,6.86,olmesartran,0.6638,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,donsesartan,0.0,0.68,0.975,1.0,1.0,0.952,0.003,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
feungasartan,True,grammar,1,61.94,55.74,moderate,-0.74,14.26,fungistat,0.61,4,,SIMILARITY_MODERATE,,feungasartan,0.0,0.733,0.975,1.0,1.0,0.862,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
icutesartan,False,grammar,1,60.81,58.85,moderate,-3.85,11.15,prexxartan,0.6421,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,icutesartan,0.0,0.68,1.0,1.0,1.0,0.821,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
olosartan,False,grammar,1,68.83,82.97,high,-27.97,-12.97,losortan,0.7257,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,olosartan,0.0,1.0,1.0,1.0,1.0,0.983,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
rimasasartan,True,grammar,1,59.35,59.18,moderate,-4.18,10.82,reassortant,0.6262,5,,SIMILARITY_MODERATE,,rimasasartan,0.0,0.733,1.0,0.8,1.0,0.731,0.026,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
balosartan,False,grammar,1,65.44,75.75,high,-20.75,-5.75,losortan,0.7479,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,balosartan,0.0,0.6,1.0,1.0,1.0,0.998,0.637,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
cirmosartan,False,grammar,1,68.2,61.83,moderate,-6.83,8.17,losortan,0.6472,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,cirmosartan,0.0,1.0,0.975,1.0,1.0,0.952,0.003,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
gevesartan,False,grammar,1,68.98,61.87,moderate,-6.87,8.13,olmesartran,0.6357,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,gevesartan,0.0,1.0,1.0,1.0,1.0,0.998,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
futlesartan,False,grammar,1,61.79,62.85,moderate,-7.85,7.15,losortan,0.6087,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,futlesartan,0.0,0.68,0.975,1.0,1.0,0.952,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
maxycabasartan,True,grammar,1,56.53,55.22,moderate,-0.22,14.78,axicabtagene,0.6229,6,,SIMILARITY_MODERATE,,maxycabasartan,0.0,0.8,0.889,1.0,1.0,0.309,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
edonosartan,True,grammar,1,60.82,60.8,moderate,-5.8,9.2,losortan,0.6954,5,,SIMILARITY_MODERATE,,edonosartan,0.0,0.68,1.0,1.0,1.0,0.821,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
clalisartan,False,grammar,1,60.8,64.24,moderate,-9.24,5.76,callicarpa,0.6824,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,clalisartan,0.0,0.68,0.854,1.0,1.0,0.952,0.103,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
gonosartan,False,grammar,1,61.16,64.72,moderate,-9.72,5.28,losortan,0.7275,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,gonosartan,0.0,0.6,1.0,1.0,1.0,0.998,0.026,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pelmasartan,False,grammar,1,61.83,75.97,high,-20.97,-5.97,telmisartan,0.6427,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,pelmasartan,0.0,0.68,0.975,1.0,1.0,0.952,0.007,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
decanesartan,False,ngram_guided,1,47.78,65.91,moderate,-10.91,4.09,decongestant,0.766,5,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,decanesartan,0.0,0.3,1.0,1.0,0.53,0.731,0.427,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pentosartan,False,ngram_guided,1,51.23,73.43,high,-18.43,-3.43,pentostatin,0.8378,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,pentosartan,0.0,0.45,0.975,1.0,0.53,0.952,0.225,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pemeclosartan,True,ngram_guided,1,46.78,61.4,moderate,-6.4,8.6,losortan,0.7388,5,,SIMILARITY_MODERATE,,pemeclosartan,0.0,0.357,0.869,1.0,0.53,0.624,0.535,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
prastusartan,True,ngram_guided,1,58.52,67.7,moderate,-12.7,2.3,prexxartan,0.7324,4,,SIMILARITY_MODERATE,,prastusartan,0.0,0.517,0.709,1.0,1.0,0.862,0.663,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
decandosartan,False,ngram_guided,1,47.52,68.21,moderate,-13.21,1.79,candesartan,0.8089,5,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,decandosartan,0.0,0.357,0.975,1.0,0.53,0.624,0.429,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
nersartan,False,ngram_guided,1,69.14,64.6,moderate,-9.6,5.4,losortan,0.6494,3,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,nersartan,0.0,1.0,0.975,1.0,1.0,0.858,0.273,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
thiazsartan,False,ngram_guided,1,55.44,57.02,moderate,-2.02,12.98,reassortant,0.6253,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,thiazsartan,0.0,0.45,0.951,1.0,0.53,0.952,0.876,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
elesartan,False,ngram_guided,1,72.56,74.65,high,-19.65,-4.65,losortan,0.6621,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,elesartan,0.0,1.0,1.0,1.0,1.0,0.983,0.534,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ubromosartan,True,ngram_guided,1,51.47,62.95,moderate,-7.95,7.05,bromobutane,0.7107,5,,SIMILARITY_MODERATE,,ubromosartan,0.0,0.517,0.869,1.0,0.53,0.731,0.597,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
sumaterisartan,False,ngram_guided,1,60.57,72.57,high,-17.57,-2.57,sumatriptan,0.8293,6,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,sumaterisartan,0.0,0.6,1.0,1.0,1.0,0.309,0.925,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
deworsartan,True,ngram_guided,1,60.16,61.07,moderate,-6.07,8.93,reassortant,0.6548,4,,SIMILARITY_MODERATE,,deworsartan,0.0,0.45,0.975,1.0,1.0,0.952,0.426,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
methiosartan,True,ngram_guided,1,46.72,64.08,moderate,-9.08,5.92,methocarbamol,0.9273,5,,SIMILARITY_MODERATE,,methiosartan,0.0,0.3,0.975,1.0,0.53,0.731,0.325,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
